transaction_id,customer_id,product_id,price,product_name_trans,category_trans,purchase_location,city,transaction_date,quantity,payment_method,discount,payment_status,customer_name_masked,email_masked,phone_masked,product_name_prod,category_prod,product_name_standardized,revenue,cost_ratio,total_cost,profit,profit_margin_pct,transaction_year,transaction_month,transaction_week,day_of_week,discount_rate
2602,435,108,15000.0,Mixer Grinder,Home Appliances,online,Delhi,2026-07-04,3,Cash,0.25,Successful,4ae02305d1863b2b,a0320928aa9ad412,dcf76ab7919adcad,Mixer Grinder,Home Appliances,Mixer Grinder,44999.75,0.7,31499.999999999996,13499.750000000004,29.999611108950614,2026,7,27,Saturday,5.555555555555556e-06
2603,154,110,45000.0,Microwave,Home Appliances,offline,Chennai,2025-08-10,5,Cash,0.1,Successful,a55ecd48000a5fcb,6fce9a055e4e6f49,0f1d5d4882069fea,Microwave,Home Appliances,Microwave,224999.9,0.7,157500.0,67499.9,29.99996888887506,2025,8,32,Sunday,4.444444444444445e-07
2604,644,104,8000.0,Shoes,Clothing,offline,Delhi,2026-03-05,5,Cash,0.35,Successful,ecd24ceb19934a18,c0c895a7901a815a,da93bd4e01589ef9,Shoes,Clothing,Shoes,39999.65,0.5,20000.0,19999.65,49.99956249617185,2026,3,10,Thursday,8.75e-06
2605,2,101,250000.0,Laptop,Electronics,online,Delhi,2026-01-22,2,Cash,0.15,Successful,ede63ead812a1530,2534da5ecfe7e02b,01f888614999fbd6,Laptop,Electronics,Laptop,499999.85,0.8,400000.0,99999.84999999998,19.9999759999928,2026,1,4,Thursday,3e-07
2606,459,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-07-10,4,Card,0.05,Successful,579275bd054215c4,23ce5eacd8f6e611,4b52e5f7f79c2e93,Refrigerator,Home Appliances,Refrigerator,259999.95,0.7,182000.0,77999.95000000001,29.999986538458952,2025,7,28,Thursday,1.9230769230769231e-07
2607,246,103,1300.0,Shirt,Clothing,online,Delhi,2026-01-15,3,Card,0.15,Successful,40994c23559924a9,85ba3ce63b78cbb8,781595c6e1235723,Shirt,Clothing,Shirt,3899.85,0.5,1950.0,1949.85,49.99807684910958,2026,1,3,Thursday,3.846153846153846e-05
2608,275,102,70000.0,Phone,Electronics,online,Bangalore,2025-12-16,5,Card,0.35,Successful,15bf0d185cea1920,0b9907b8f183c67a,6d17ba70e2eeabe0,Phone,Electronics,Phone,349999.65,0.8,280000.0,69999.65000000002,19.999919999920003,2025,12,51,Tuesday,1e-06
2609,900,104,8000.0,Shoes,Clothing,offline,Bangalore,2025-09-21,3,Netbanking,0.15,Successful,072ec60f05bf4742,19456dbf2d6f0eb5,a23f3942e1091891,Shoes,Clothing,Shoes,23999.85,0.5,12000.0,11999.849999999999,49.99968749804686,2025,9,38,Sunday,6.2499999999999995e-06
2610,148,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-10-05,3,Netbanking,0.25,Successful,98e8a233cc22025e,b1c4476dd87e68bd,b0d04d7d3c56b5fc,TV,Electronics,TV,134999.75,0.8,108000.0,26999.75,19.999851851577503,2025,10,40,Sunday,1.8518518518518519e-06
2611,471,104,8000.0,Shoes,Clothing,offline,Chennai,2025-08-06,1,Netbanking,0.4,Successful,736d716e416ace3e,dcf4288b3ead3530,f24078441e2b26dd,Shoes,Clothing,Shoes,7999.6,0.5,4000.0,3999.6000000000004,49.99749987499375,2025,8,32,Wednesday,5e-05
2612,588,105,45000.0,Tv,Electronics,offline,Delhi,2026-02-23,4,Cash,0.05,Successful,d1a94f2b8b8a022b,fcc2c39c1a9b490c,d2b5ac3c1d40b021,TV,Electronics,TV,179999.95,0.8,144000.0,35999.95000000001,19.999977777771612,2026,2,9,Monday,2.777777777777778e-07
2613,45,102,70000.0,Phone,Electronics,offline,Delhi,2025-06-15,2,Card,0.1,Successful,5625560c7a623c70,5eda737c5d72d4ed,24788a3ad8ef9022,Phone,Electronics,Phone,139999.9,0.8,112000.0,27999.899999999994,19.999942857102038,2025,6,24,Sunday,7.142857142857143e-07
2614,253,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-12-01,5,Upi,0.1,Successful,89de54c1900a52de,b239b93ed4808792,7c4c2ccd2adfc746,Refrigerator,Home Appliances,Refrigerator,324999.9,0.7,227500.0,97499.90000000002,29.99997846153184,2025,12,49,Monday,3.076923076923077e-07
2615,421,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2026-05-01,5,Card,0.25,Successful,684f033a75ed6d90,038b5ecd59b66ddb,94b6e82bc2bfe762,Refrigerator,Home Appliances,Refrigerator,324999.75,0.7,227500.0,97499.75,29.999946153804736,2026,5,18,Friday,7.692307692307693e-07
2616,93,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-10-16,5,Upi,0.15,Successful,7e00accf00cead7f,97b76a6e805a3103,888aa621ac73f364,Dining Table,Furniture,Dining Table,249999.85,0.6,150000.0,99999.85,39.9999639999784,2025,10,42,Thursday,6e-07
2617,945,105,45000.0,Tv,Electronics,online,Hyderabad,2025-09-03,4,Upi,0.1,Successful,3b0196eef58476f5,4416642f80ab6265,f0e925f6fa8ca2db,TV,Electronics,TV,179999.9,0.8,144000.0,35999.899999999994,19.999955555530864,2025,9,36,Wednesday,5.555555555555556e-07
2618,43,103,1300.0,Shirt,Clothing,online,Chennai,2025-05-26,3,Cash,0.05,Successful,bd77fec275bed2e5,0e36693d4577588c,3d0c902705d76454,Shirt,Clothing,Shirt,3899.95,0.5,1950.0,1949.9499999999998,49.99935896614059,2025,5,22,Monday,1.2820512820512822e-05
2619,296,110,45000.0,Microwave,Home Appliances,online,Bangalore,2025-10-31,1,Netbanking,0.1,Successful,1e2043a094ced931,8c4c4d954c3b9d80,5cee23b1d8916b26,Microwave,Home Appliances,Microwave,44999.9,0.7,31499.999999999996,13499.900000000005,29.999844444098777,2025,10,44,Friday,2.2222222222222225e-06
2620,60,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-05-20,1,Upi,0.15,Successful,2565ad2ccf09247a,00b60b5323c26404,47979b38416735c9,Mixer Grinder,Home Appliances,Mixer Grinder,14999.85,0.7,10500.0,4499.85,29.999299992999934,2025,5,21,Tuesday,9.999999999999999e-06
2621,967,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-10-21,4,Cash,0.05,Successful,b883f1b2d8bc2dfb,c330081a508d5d4a,0dce72cff6cdf2e6,Dining Table,Furniture,Dining Table,199999.95,0.6,120000.0,79999.95000000001,39.99998499999625,2025,10,43,Tuesday,2.5e-07
2622,881,107,50000.0,Dining Table,Furniture,offline,Bangalore,2025-06-21,3,Upi,0.15,Successful,2d86da100e00bd30,d6fc5d08860c077a,4cde34523a9fc2a4,Dining Table,Furniture,Dining Table,149999.85,0.6,90000.0,59999.850000000006,39.999939999940004,2025,6,25,Saturday,1e-06
2623,144,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2026-08-03,3,Cash,0.2,Successful,dc70b4aeedf2df06,4831cc25eea3fb92,63a6444c7a0c35d0,Refrigerator,Home Appliances,Refrigerator,194999.8,0.7,136500.0,58499.79999999999,29.999928205054566,2026,8,32,Monday,1.0256410256410257e-06
2624,504,102,70000.0,Phone,Electronics,online,Mumbai,2025-06-06,4,Netbanking,0.05,Successful,11d6716bb53c236e,7dd1eb1be6619e52,a4b2abc142e00080,Phone,Electronics,Phone,279999.95,0.8,224000.0,55999.95000000001,19.999985714283167,2025,6,23,Friday,1.7857142857142858e-07
2625,966,110,45000.0,Microwave,Home Appliances,offline,Delhi,2025-08-19,1,Upi,0.2,Successful,d03a038f7b0568d3,1cd2d9b460fe561a,733b7f6a5c71dd76,Microwave,Home Appliances,Microwave,44999.8,0.7,31499.999999999996,13499.800000000007,29.99968888750618,2025,8,34,Tuesday,4.444444444444445e-06
2626,703,109,65000.0,Refrigerator,Home Appliances,online,Delhi,2026-03-30,4,Cash,0.35,Successful,66554cb019e37f48,076297ee31208f71,8d892beddd131dbf,Refrigerator,Home Appliances,Refrigerator,259999.65,0.7,182000.0,77999.65,29.99990576910392,2026,3,14,Monday,1.3461538461538462e-06
2627,502,104,8000.0,Shoes,Clothing,offline,Delhi,2025-11-15,3,Cash,0.05,Successful,6910bb4040f1af8d,ba567338cf6c7f1a,22b6f650b8c1268a,Shoes,Clothing,Shoes,23999.95,0.5,12000.0,11999.95,49.99989583311632,2025,11,46,Saturday,2.0833333333333334e-06
2628,188,109,65000.0,Refrigerator,Home Appliances,online,Hyderabad,2025-07-18,5,Cash,0.1,Successful,9bba38ad9856b7ea,6b4ec4f6f0e3b6f0,d7dd40830c21ba88,Refrigerator,Home Appliances,Refrigerator,324999.9,0.7,227500.0,97499.90000000002,29.99997846153184,2025,7,29,Friday,3.076923076923077e-07
2629,172,107,50000.0,Dining Table,Furniture,online,Delhi,2026-02-06,2,Netbanking,0.1,Successful,0ee253f8f3b91ab4,d9ca79c175acf779,a360187678722b42,Dining Table,Furniture,Dining Table,99999.9,0.6,60000.0,39999.899999999994,39.99993999994,2026,2,6,Friday,1e-06
2630,377,110,45000.0,Microwave,Home Appliances,online,Mumbai,2025-12-08,1,Upi,0.05,Successful,771e61086ae6c519,a9c5c0b6e3ef836e,86654947eb7e0d03,Microwave,Home Appliances,Microwave,44999.95,0.7,31499.999999999996,13499.95,29.999922222135805,2025,12,50,Monday,1.1111111111111112e-06
2631,888,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-08-13,1,Cash,0.4,Successful,982b5187d63b6e90,e54c3c484aca42be,0b48e372565c1317,Shoes,Clothing,Shoes,7999.6,0.5,4000.0,3999.6000000000004,49.99749987499375,2025,8,33,Wednesday,5e-05
2632,52,109,65000.0,Refrigerator,Home Appliances,online,Mumbai,2025-06-09,1,Card,0.35,Successful,ce39267bbc31a7cc,a5b15bee3609416c,a11e93a844e49e0b,Refrigerator,Home Appliances,Refrigerator,64999.65,0.7,45500.0,19499.65,29.999623074893485,2025,6,24,Monday,5.384615384615385e-06
2633,465,107,50000.0,Dining Table,Furniture,online,Hyderabad,2025-11-20,2,Upi,0.15,Successful,77ab293def09101a,8177c05413cdf8c0,d2fae30f1f43557f,Dining Table,Furniture,Dining Table,99999.85,0.6,60000.0,39999.850000000006,39.999909999865004,2025,11,47,Thursday,1.5e-06
2634,463,107,50000.0,Dining Table,Furniture,offline,Delhi,2025-09-05,3,Netbanking,0.2,Successful,773a84c77a6c0894,0eb3133ece4abb00,3bcd6c9a6fc6b4cb,Dining Table,Furniture,Dining Table,149999.8,0.6,90000.0,59999.79999999999,39.99991999989333,2025,9,36,Friday,1.3333333333333334e-06
2635,260,106,80000.0,Sofa,Furniture,offline,Chennai,2025-03-12,5,Netbanking,0.4,Successful,014c8157d73ff60c,e8090aa740be07c7,53968ef4a7b8d6e1,Sofa,Furniture,Sofa,399999.6,0.6,240000.0,159999.59999999998,39.99993999994,2025,3,11,Wednesday,1e-06
2636,417,107,50000.0,Dining Table,Furniture,offline,Delhi,2026-03-31,4,Card,0.3,Successful,b78a20ecbe51e8ea,e346fddd52c005d3,12d575278cb23567,Dining Table,Furniture,Dining Table,199999.7,0.6,120000.0,79999.70000000001,39.999909999865004,2026,3,14,Tuesday,1.5e-06
2637,312,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-04-01,5,Upi,0.2,Successful,2488b52d03b13784,17b3d10eb666a9c8,085d428180574fde,Microwave,Home Appliances,Microwave,224999.8,0.7,157500.0,67499.79999999999,29.99993777772246,2026,4,14,Wednesday,8.88888888888889e-07
2638,281,101,250000.0,Laptop,Electronics,online,Bangalore,2026-02-16,2,Upi,0.15,Successful,5ab9e581a61a415f,1598327782d7d3d0,7f9a38bd7c1fa64f,Laptop,Electronics,Laptop,499999.85,0.8,400000.0,99999.84999999998,19.9999759999928,2026,2,8,Monday,3e-07
2639,604,107,50000.0,Dining Table,Furniture,offline,Chennai,2026-04-08,3,Netbanking,0.2,Successful,2f9d09fc06495655,36bc97a39f933d6e,dd9a4fa7f8523361,Dining Table,Furniture,Dining Table,149999.8,0.6,90000.0,59999.79999999999,39.99991999989333,2026,4,15,Wednesday,1.3333333333333334e-06
2640,277,101,250000.0,Laptop,Electronics,online,Hyderabad,2025-04-27,2,Card,0.3,Successful,040ba39b37d5664e,b7dc1f007b83f4d2,2dc3a8c5b2376c60,Laptop,Electronics,Laptop,499999.7,0.8,400000.0,99999.70000000001,19.999951999971202,2025,4,17,Sunday,6e-07
2641,692,102,70000.0,Phone,Electronics,offline,Bangalore,2025-12-20,3,Upi,0.35,Successful,b0b50497d9492f16,73a5014303b86388,f375693aacaae47a,Phone,Electronics,Phone,209999.65,0.8,168000.0,41999.649999999994,19.99986666644444,2025,12,51,Saturday,1.6666666666666667e-06
2642,273,101,250000.0,Laptop,Electronics,offline,Hyderabad,2026-12-04,4,Netbanking,0.05,Successful,9b3d60419d082ab8,28fe19301e0b3a1d,7aa2bbfe24baf99f,Laptop,Electronics,Laptop,999999.95,0.8,800000.0,199999.94999999995,19.999995999999793,2026,12,49,Friday,5.0000000000000004e-08
2643,647,103,1300.0,Shirt,Clothing,offline,Chennai,2025-04-16,2,Netbanking,0.05,Successful,bbd0a4c2819c17be,2eb95ae983c1b23d,19621cb5cabe4a79,Shirt,Clothing,Shirt,2599.95,0.5,1300.0,1299.9499999999998,49.99903844304698,2025,4,16,Wednesday,1.923076923076923e-05
2644,337,106,80000.0,Sofa,Furniture,offline,Chennai,2026-04-14,5,Netbanking,0.05,Successful,8044fc79db7e40c0,eeca2cd0d941e493,e005083549facfd2,Sofa,Furniture,Sofa,399999.95,0.6,240000.0,159999.95,39.99999249999907,2026,4,16,Tuesday,1.25e-07
2645,680,106,80000.0,Sofa,Furniture,offline,Delhi,2025-03-05,3,Card,0.4,Successful,620d88acfb7429d0,22401ac2e393f437,54ae574c4630dd4e,Sofa,Furniture,Sofa,239999.6,0.6,144000.0,95999.6,39.99989999983333,2025,3,10,Wednesday,1.6666666666666667e-06
2646,585,104,8000.0,Shoes,Clothing,offline,Delhi,2025-11-14,3,Upi,0.35,Successful,faccb4a2561543ff,a74fe621c6a24b24,f5ff6d561418d413,Shoes,Clothing,Shoes,23999.65,0.5,12000.0,11999.650000000001,49.9992708226995,2025,11,46,Friday,1.4583333333333333e-05
2647,582,106,80000.0,Sofa,Furniture,online,Hyderabad,2025-10-03,3,Netbanking,0.2,Successful,376be69154feb944,0309bc8eaa3f461f,1750012ba2e2ec0a,Sofa,Furniture,Sofa,239999.8,0.6,144000.0,95999.79999999999,39.99994999995833,2025,10,40,Friday,8.333333333333333e-07
2648,959,102,70000.0,Phone,Electronics,online,Chennai,2025-12-08,3,Card,0.1,Successful,d9bdfb6850f48723,e06ad29f7295e160,247a857e87672b97,Phone,Electronics,Phone,209999.9,0.8,168000.0,41999.899999999994,19.999961904743763,2025,12,50,Monday,4.7619047619047623e-07
2649,440,105,45000.0,Tv,Electronics,offline,Hyderabad,2025-07-02,4,Netbanking,0.35,Successful,033914581f521d60,74c9138b4901e150,360ef4f63698abe4,TV,Electronics,TV,179999.65,0.8,144000.0,35999.649999999994,19.999844444141974,2025,7,27,Wednesday,1.9444444444444444e-06
2650,846,104,8000.0,Shoes,Clothing,offline,Hyderabad,2025-08-23,5,Card,0.05,Successful,13f6c6da8928ed09,88122cd99b91786e,e02145712c70b7dd,Shoes,Clothing,Shoes,39999.95,0.5,20000.0,19999.949999999997,49.99993749992187,2025,8,34,Saturday,1.25e-06
2651,565,103,1300.0,Shirt,Clothing,online,Mumbai,2025-11-07,5,Cash,0.05,Successful,d077c30425edb93d,1dc41031c6e15ea8,a0067af1f544b5e2,Shirt,Clothing,Shirt,6499.95,0.5,3250.0,3249.95,49.99961538165678,2025,11,45,Friday,7.692307692307692e-06
2652,363,106,80000.0,Sofa,Furniture,offline,Delhi,2025-08-30,5,Upi,0.1,Successful,ced0bb5a52839700,76ebb88b26acca65,c844b21270ce0d9d,Sofa,Furniture,Sofa,399999.9,0.6,240000.0,159999.90000000002,39.99998499999625,2025,8,35,Saturday,2.5e-07
2653,928,110,45000.0,Microwave,Home Appliances,online,Bangalore,2026-01-05,2,Cash,0.4,Successful,bfdc638df86d5abb,6bdd2238568670da,621cc4cbb5b624a1,Microwave,Home Appliances,Microwave,89999.6,0.7,62999.99999999999,26999.600000000013,29.99968888750618,2026,1,2,Monday,4.444444444444445e-06
2654,288,106,80000.0,Sofa,Furniture,offline,Hyderabad,2025-10-25,2,Upi,0.05,Successful,1ccf0babe5167805,c3d456607a81ac58,2bb8bf6399736ce0,Sofa,Furniture,Sofa,159999.95,0.6,96000.0,63999.95000000001,39.99998124999414,2025,10,43,Saturday,3.125e-07
2655,569,106,80000.0,Sofa,Furniture,online,Mumbai,2025-12-05,4,Upi,0.1,Successful,7b273cf1e881791e,f91706770814c337,3708c8b15a0ead73,Sofa,Furniture,Sofa,319999.9,0.6,192000.0,127999.90000000002,39.99998124999414,2025,12,49,Friday,3.125e-07
2656,478,104,8000.0,Shoes,Clothing,online,Mumbai,2025-12-15,4,Cash,0.35,Successful,bc1c9656caa8fc66,2da0941b635cfdfe,63a1cfe0208404b2,Shoes,Clothing,Shoes,31999.65,0.5,16000.0,15999.650000000001,49.99945311901849,2025,12,51,Monday,1.09375e-05
2657,196,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2026-03-11,2,Netbanking,0.25,Successful,58c70adca77baf8c,22f12a8b7af5592c,6d98f47c91138299,Refrigerator,Home Appliances,Refrigerator,129999.75,0.7,91000.0,38999.75,29.99986538435651,2026,3,11,Wednesday,1.923076923076923e-06
2658,109,102,70000.0,Phone,Electronics,offline,Mumbai,2026-03-11,3,Upi,0.25,Successful,f55bdc8a2c4e132f,c59097e05024ccdc,277b97cf38fe07a4,Phone,Electronics,Phone,209999.75,0.8,168000.0,41999.75,19.999904761791385,2026,3,11,Wednesday,1.1904761904761904e-06
2659,918,107,50000.0,Dining Table,Furniture,online,Bangalore,2025-10-31,4,Cash,0.1,Successful,3d2547fb585e6912,9f450fd51701478a,a4a3bd449429be30,Dining Table,Furniture,Dining Table,199999.9,0.6,120000.0,79999.9,39.999969999985,2025,10,44,Friday,5e-07
2660,735,109,65000.0,Refrigerator,Home Appliances,offline,Bangalore,2025-10-31,2,Card,0.2,Successful,9e31e90052e2595d,322b201e4ccbabbf,045de06f829a73dd,Refrigerator,Home Appliances,Refrigerator,129999.8,0.7,91000.0,38999.8,29.999892307526626,2025,10,44,Friday,1.5384615384615385e-06
2661,715,108,15000.0,Mixer Grinder,Home Appliances,offline,Delhi,2025-11-06,2,Cash,0.05,Successful,2dbb6d5fa2b995e8,40ce6e1f87ebe539,6162e2bb517ac284,Mixer Grinder,Home Appliances,Mixer Grinder,29999.95,0.7,21000.0,8999.95,29.99988333313889,2025,11,45,Thursday,1.6666666666666667e-06
2662,688,107,50000.0,Dining Table,Furniture,offline,Mumbai,2025-08-12,1,Upi,0.35,Successful,0511a8841de49eb6,7210f125b0cfc727,271dcf3d39890647,Dining Table,Furniture,Dining Table,49999.65,0.6,30000.0,19999.65,39.99957999705998,2025,8,33,Tuesday,7e-06
2663,44,107,50000.0,Dining Table,Furniture,online,Mumbai,2026-03-10,4,Netbanking,0.4,Successful,0503ef515ea1b67b,0a8aa1578fbfc6fa,f755b61e19771a61,Dining Table,Furniture,Dining Table,199999.6,0.6,120000.0,79999.6,39.999879999760005,2026,3,11,Tuesday,2e-06
2664,29,103,1300.0,Shirt,Clothing,offline,Hyderabad,2025-09-05,3,Upi,0.1,Successful,46449e2eb56e1ba1,8201a7131646df1a,710c886be9a8105d,Shirt,Clothing,Shirt,3899.9,0.5,1950.0,1949.9,49.998717915844,2025,9,36,Friday,2.5641025641025643e-05
2665,321,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-01-09,3,Cash,0.1,Successful,13f6c6da8928ed09,0a19e5917cf69444,ae3fb2af1caaca54,Microwave,Home Appliances,Microwave,134999.9,0.7,94500.0,40499.899999999994,29.999948148109734,2025,1,2,Thursday,7.407407407407408e-07
2666,912,110,45000.0,Microwave,Home Appliances,offline,Mumbai,2025-08-08,1,Cash,0.4,Successful,50dca96cff7e4d23,7ec7e0cbf5232af3,61875a20dcae698f,Microwave,Home Appliances,Microwave,44999.6,0.7,31499.999999999996,13499.600000000002,29.99937777224687,2025,8,32,Friday,8.88888888888889e-06
2667,960,106,80000.0,Sofa,Furniture,offline,Delhi,2025-09-27,5,Cash,0.2,Successful,bbff4d22b8ab0e04,bfa676bda3398ed1,18b7df18f6ae9b57,Sofa,Furniture,Sofa,399999.8,0.6,240000.0,159999.8,39.999969999985,2025,9,39,Saturday,5e-07
2668,11,106,80000.0,Sofa,Furniture,offline,Delhi,2025-08-19,3,Cash,0.1,Successful,319a52272c40e146,6c30f7b57039ecae,eabcff26d346d514,Sofa,Furniture,Sofa,239999.9,0.6,144000.0,95999.9,39.99997499998958,2025,8,34,Tuesday,4.1666666666666667e-07
2669,224,101,250000.0,Laptop,Electronics,online,Mumbai,2026-02-20,5,Cash,0.25,Successful,c3d637a5f1bdd74a,1afcd77b4e328ca8,f7a045b380eebe20,Laptop,Electronics,Laptop,1249999.75,0.8,1000000.0,249999.75,19.9999839999968,2026,2,8,Friday,2e-07
2670,750,101,250000.0,Laptop,Electronics,offline,Hyderabad,2025-10-28,3,Netbanking,0.4,Successful,6577a347fc8c789d,59c1accd8d10cd1a,cc12d270c67a0372,Laptop,Electronics,Laptop,749999.6,0.8,600000.0,149999.59999999998,19.999957333310576,2025,10,44,Tuesday,5.333333333333333e-07
2671,894,106,80000.0,Sofa,Furniture,offline,Bangalore,2025-07-31,1,Netbanking,0.25,Successful,66684056b628f12b,47df02e38d7f63e9,2ad5f77c3315548d,Sofa,Furniture,Sofa,79999.75,0.6,48000.0,31999.75,39.99981249941406,2025,7,31,Thursday,3.125e-06
2672,652,110,45000.0,Microwave,Home Appliances,offline,Delhi,2026-01-21,1,Netbanking,0.2,Successful,8e9b9ef34d594dcb,b950003e855bcc16,2dc3346719a90552,Microwave,Home Appliances,Microwave,44999.8,0.7,31499.999999999996,13499.800000000007,29.99968888750618,2026,1,4,Wednesday,4.444444444444445e-06
2673,864,110,45000.0,Microwave,Home Appliances,offline,Chennai,2026-02-22,4,Card,0.25,Successful,56ec1a8536f3780a,137fa35a77842f86,d7602d0d62406ae5,Microwave,Home Appliances,Microwave,179999.75,0.7,125999.99999999999,53999.750000000015,29.999902777642756,2026,2,8,Sunday,1.388888888888889e-06
2674,81,105,45000.0,Tv,Electronics,online,Chennai,2025-05-22,5,Upi,0.35,Successful,7223889de87f8120,34f0ed412bb93cdd,c7d1b241fe514593,TV,Electronics,TV,224999.65,0.8,180000.0,44999.649999999994,19.999875555361974,2025,5,21,Thursday,1.5555555555555554e-06
2675,504,105,45000.0,Tv,Electronics,offline,Mumbai,2025-05-02,3,Cash,0.05,Successful,11d6716bb53c236e,7dd1eb1be6619e52,a4b2abc142e00080,TV,Electronics,TV,134999.95,0.8,108000.0,26999.95000000001,19.999970370359403,2025,5,18,Friday,3.703703703703704e-07
2676,67,107,50000.0,Dining Table,Furniture,offline,Chennai,2025-09-21,4,Cash,0.3,Successful,43cb0dc4ed75b5c1,9004e00ad700fab6,8b770af237b90894,Dining Table,Furniture,Dining Table,199999.7,0.6,120000.0,79999.70000000001,39.999909999865004,2025,9,38,Sunday,1.5e-06
2677,228,105,45000.0,Tv,Electronics,online,Hyderabad,2025-04-24,1,Upi,0.4,Successful,6c6d659fba833778,1c60d649127b73c4,dcc7a8152fef3ed7,TV,Electronics,TV,44999.6,0.8,36000.0,8999.599999999999,19.999288882567843,2025,4,17,Thursday,8.88888888888889e-06
2678,542,109,65000.0,Refrigerator,Home Appliances,online,Chennai,2025-12-23,1,Netbanking,0.3,Successful,7d22d6d2ff481ac5,b3154f9bfd9858b0,380189aa0fbb6c80,Refrigerator,Home Appliances,Refrigerator,64999.7,0.7,45500.0,19499.699999999997,29.999676921585788,2025,12,52,Tuesday,4.615384615384615e-06
2679,616,103,1300.0,Shirt,Clothing,offline,Bangalore,2025-10-14,4,Card,0.3,Successful,e43dc9cc3afdce3b,9864e3d0b35de74f,2146e601abec4432,Shirt,Clothing,Shirt,5199.7,0.5,2600.0,2599.7,49.99711521818566,2025,10,42,Tuesday,5.769230769230769e-05
2680,640,106,80000.0,Sofa,Furniture,online,Bangalore,2025-05-31,3,Cash,0.1,Successful,70f3251ce6e2921e,673a5c70a4b108e5,2f2f12cb797b6131,Sofa,Furniture,Sofa,239999.9,0.6,144000.0,95999.9,39.99997499998958,2025,5,22,Saturday,4.1666666666666667e-07
2681,988,109,65000.0,Refrigerator,Home Appliances,offline,Delhi,2025-09-21,4,Netbanking,0.4,Successful,24ae2433ca8bf39d,6692fc7f7f80e349,e6e33fcf25e139e5,Refrigerator,Home Appliances,Refrigerator,259999.6,0.7,182000.0,77999.6,29.999892307526626,2025,9,38,Sunday,1.5384615384615385e-06
2682,299,102,70000.0,Phone,Electronics,offline,Chennai,2026-01-11,4,Netbanking,0.4,Successful,b8a0d6917364a90c,114186970665cc7c,252bb34aa16cf552,Phone,Electronics,Phone,279999.6,0.8,224000.0,55999.59999999998,19.999885714122442,2026,1,2,Sunday,1.4285714285714286e-06
2683,259,107,50000.0,Dining Table,Furniture,offline,Hyderabad,2025-05-31,2,Card,0.35,Successful,37daef660314cf30,8218e893a808df60,960a413e37dada0a,Dining Table,Furniture,Dining Table,99999.65,0.6,60000.0,39999.649999999994,39.999789999265,2025,5,22,Saturday,3.5e-06
2684,744,101,250000.0,Laptop,Electronics,online,Chennai,2025-06-14,3,Netbanking,0.2,Successful,a41a3c7766c56ec6,f6982b90a0482e33,d8590233dbcafae6,Laptop,Electronics,Laptop,749999.8,0.8,600000.0,149999.80000000005,19.999978666660983,2025,6,24,Saturday,2.6666666666666667e-07
2685,301,107,50000.0,Dining Table,Furniture,offline,Delhi,2026-01-18,1,Card,0.35,Successful,baeaad9656d9b99f,5f1128bfe2140547,1d38ccd61cae4acc,Dining Table,Furniture,Dining Table,49999.65,0.6,30000.0,19999.65,39.99957999705998,2026,1,3,Sunday,7e-06
2686,911,103,1300.0,Shirt,Clothing,online,Delhi,2026-04-08,5,Card,0.05,Successful,8799695575eaf46c,aadfcb5ca9598632,41f88932514e50f2,Shirt,Clothing,Shirt,6499.95,0.5,3250.0,3249.95,49.99961538165678,2026,4,15,Wednesday,7.692307692307692e-06
2687,940,102,70000.0,Phone,Electronics,online,Chennai,2025-12-18,2,Card,0.25,Successful,004d5653bb99fbe7,e85928108819cdaf,66168afbc28f0a80,Phone,Electronics,Phone,139999.75,0.8,112000.0,27999.75,19.99985714260204,2025,12,51,Thursday,1.7857142857142857e-06
2688,515,103,1300.0,Shirt,Clothing,offline,Chennai,2025-04-19,1,Cash,0.05,Successful,4c7338cc31829ca9,a45eee56cc9d8c1b,05ae6a9929d8aab6,Shirt,Clothing,Shirt,1299.95,0.5,650.0,649.95,49.99807684910959,2025,4,16,Saturday,3.846153846153846e-05
2689,408,103,1300.0,Shirt,Clothing,offline,Hyderabad,2026-01-02,3,Cash,0.3,Successful,3363701500fa6fa6,a8b84f9556decf5b,22a8272e68a88800,Shirt,Clothing,Shirt,3899.7,0.5,1950.0,1949.6999999999998,49.9961535502731,2026,1,1,Friday,7.692307692307693e-05
2690,302,108,15000.0,Mixer Grinder,Home Appliances,offline,Bangalore,2025-07-08,4,Upi,0.25,Successful,44cf9dfa9f9f32fc,b223f41052e04d44,70ca7d3d0d00a01b,Mixer Grinder,Home Appliances,Mixer Grinder,59999.75,0.7,42000.0,17999.75,29.999708332118054,2025,7,28,Tuesday,4.166666666666667e-06
